,design,nr,ntheta,nx,panels,A,B
636,"design_8.055555555555554,7.5",7,30,15,450,812083.9401420886,268754.7887494916
637,"design_8.055555555555554,7.5",7,30,20,510,809117.2458957046,266660.35836583335
638,"design_8.055555555555554,7.5",7,30,25,600,807285.298274924,265351.6483833101
639,"design_8.055555555555554,7.5",7,30,30,660,806079.5295899374,264494.43013818975
640,"design_8.055555555555554,7.5",7,35,10,420,820464.5430654722,275222.2897341807
641,"design_8.055555555555554,7.5",7,35,15,525,814856.8908011226,271172.2324051159
642,"design_8.055555555555554,7.5",7,35,20,595,811879.0968184615,269073.1695690229
643,"design_8.055555555555554,7.5",7,35,25,700,810038.126864854,267766.3213665408
644,"design_8.055555555555554,7.5",7,35,30,770,808830.3904669187,266915.4424987313
645,"design_8.055555555555554,7.5",7,40,10,480,822499.2688388367,276984.6407805694
646,"design_8.055555555555554,7.5",7,40,15,600,816878.7617244781,272941.1846851412
647,"design_8.055555555555554,7.5",7,40,20,680,813895.3608757829,270843.2954609715
648,"design_8.055555555555554,7.5",7,40,25,800,812056.1484471211,269539.10443916754
649,"design_8.055555555555554,7.5",7,40,30,880,810845.0786541118,268684.4897601837
650,"design_8.055555555555554,7.5",12,20,10,340,808834.0541141096,269436.3570704989
651,"design_8.055555555555554,7.5",12,20,15,400,803275.1682529192,265265.7488061031
652,"design_8.055555555555554,7.5",12,20,20,440,800156.5507195218,263014.3551080254
653,"design_8.055555555555554,7.5",12,20,25,500,798152.8372427474,261573.06525504723
654,"design_8.055555555555554,7.5",12,20,30,540,796798.1384516974,260606.76842594927
655,"design_8.055555555555554,7.5",12,25,10,425,816766.9138006313,275112.62833071867
656,"design_8.055555555555554,7.5",12,25,15,500,811190.1463783404,270935.87922740326
657,"design_8.055555555555554,7.5",12,25,20,550,808073.1812998132,268692.9759465541
658,"design_8.055555555555554,7.5",12,25,25,625,806056.9350506185,267246.8009449313
659,"design_8.055555555555554,7.5",12,25,30,675,804699.7445062863,266284.7302223892
660,"design_8.055555555555554,7.5",12,30,10,510,821208.3963324116,278712.1850895546
661,"design_8.055555555555554,7.5",12,30,15,600,815629.9400176131,274554.1858823356
662,"design_8.055555555555554,7.5",12,30,20,660,812498.3086071077,272306.7015371478
663,"design_8.055555555555554,7.5",12,30,25,750,810483.984888732,270867.42307749775
664,"design_8.055555555555554,7.5",12,30,30,810,809123.0478447718,269902.73743211053
665,"design_8.055555555555554,7.5",12,35,10,595,823993.1890246118,281086.9510085272
666,"design_8.055555555555554,7.5",12,35,15,700,818405.3775665819,276934.4221624027
667,"design_8.055555555555554,7.5",12,35,20,770,815264.9382651262,274688.705771877
668,"design_8.055555555555554,7.5",12,35,25,875,813243.4397515177,273252.5023421867
669,"design_8.055555555555554,7.5",12,35,30,945,811880.5633112104,272293.44123083004
670,"design_8.055555555555554,7.5",12,40,10,680,825988.7543551946,282790.91992522305
671,"design_8.055555555555554,7.5",12,40,15,800,820385.9181373108,278650.77301280235
672,"design_8.055555555555554,7.5",12,40,20,880,817245.7969893173,276408.958510875
673,"design_8.055555555555554,7.5",12,40,25,1000,815222.738069225,274975.12033684767
674,"design_8.055555555555554,7.5",12,40,30,1080,813853.5624265547,274011.6019646909
675,"design_8.055555555555554,7.5",17,20,10,440,811073.3289095619,272286.91464253276
676,"design_8.055555555555554,7.5",17,20,15,500,805658.2777409625,268160.7836433161
677,"design_8.055555555555554,7.5",17,20,20,540,802567.435210416,265886.725755389
678,"design_8.055555555555554,7.5",17,20,25,600,800526.2441748355,264404.80753679544
679,"design_8.055555555555554,7.5",17,20,30,640,799113.4404101155,263386.945432863
680,"design_8.055555555555554,7.5",17,25,10,550,819001.3830010493,277950.13855772984
681,"design_8.055555555555554,7.5",17,25,15,625,813582.1540226337,273825.1495094768
682,"design_8.055555555555554,7.5",17,25,20,675,810480.7709479758,271550.67320170865
683,"design_8.055555555555554,7.5",17,25,25,750,808430.7237294088,270065.7166945715
684,"design_8.055555555555554,7.5",17,25,30,800,807016.6304607857,269054.547120614
685,"design_8.055555555555554,7.5",17,30,10,660,823442.7868507069,281533.84805610275
686,"design_8.055555555555554,7.5",17,30,15,750,818016.27693033,277422.58346351044
687,"design_8.055555555555554,7.5",17,30,20,810,814905.3724462334,275147.2129027377
688,"design_8.055555555555554,7.5",17,30,25,900,812852.9487023789,273666.2053080377
689,"design_8.055555555555554,7.5",17,30,30,960,811434.8736323989,272653.29390884074
690,"design_8.055555555555554,7.5",17,35,10,770,826230.9028864105,283892.26471132017
691,"design_8.055555555555554,7.5",17,35,15,875,820788.7041212642,279782.39540495194
692,"design_8.055555555555554,7.5",17,35,20,945,817671.4790855672,277510.5550912481
693,"design_8.055555555555554,7.5",17,35,25,1050,815616.5623183328,276030.675407347
694,"design_8.055555555555554,7.5",17,35,30,1120,814197.434153813,275024.6162049845
695,"design_8.055555555555554,7.5",17,40,10,880,828223.9475545003,285581.3430484954
696,"design_8.055555555555554,7.5",17,40,15,1000,822777.0707924251,281489.84474842774
697,"design_8.055555555555554,7.5",17,40,20,1080,819656.5976856851,279222.1453986965
698,"design_8.055555555555554,7.5",17,40,25,1200,817594.2980184401,277745.2904225056
699,"design_8.055555555555554,7.5",17,40,30,1280,816168.5363666018,276734.4179919215
700,"design_9.61111111111111,5.833333333333333",2,20,10,140,1326287.3660176012,447278.5261976072
701,"design_9.61111111111111,5.833333333333333",2,20,15,200,1322303.5603194258,443581.9075880765
702,"design_9.61111111111111,5.833333333333333",2,20,20,240,1320390.7203501903,441828.72954632895
703,"design_9.61111111111111,5.833333333333333",2,20,25,300,1319232.8616890851,440749.9443095234
704,"design_9.61111111111111,5.833333333333333",2,20,30,340,1318473.5582837518,440038.08820553625
705,"design_9.61111111111111,5.833333333333333",2,25,10,175,1339454.031714344,456719.0268789343
706,"design_9.61111111111111,5.833333333333333",2,25,15,250,1335477.4044226874,453057.99620865675
707,"design_9.61111111111111,5.833333333333333",2,25,20,300,1333556.888853873,451314.9102351983
708,"design_9.61111111111111,5.833333333333333",2,25,25,375,1332404.085994129,450246.8884618149
709,"design_9.61111111111111,5.833333333333333",2,25,30,425,1331639.6902146398,449539.13305426977
710,"design_9.61111111111111,5.833333333333333",2,30,10,210,1347150.8983839129,462507.40988502325
711,"design_9.61111111111111,5.833333333333333",2,30,15,300,1343200.6515897927,458873.6466462462
712,"design_9.61111111111111,5.833333333333333",2,30,20,360,1341282.0943807252,457144.4560953491
713,"design_9.61111111111111,5.833333333333333",2,30,25,450,1340129.7857705145,456085.7822004418
714,"design_9.61111111111111,5.833333333333333",2,30,30,510,1339364.893337659,455381.3677700717
715,"design_9.61111111111111,5.833333333333333",2,35,10,245,1352047.2024841756,466545.1614164787
716,"design_9.61111111111111,5.833333333333333",2,35,15,350,1348103.9603883221,462917.5252209276
717,"design_9.61111111111111,5.833333333333333",2,35,20,420,1346193.0094582015,461192.33435313025
718,"design_9.61111111111111,5.833333333333333",2,35,25,525,1345025.9423159529,460133.4686389397
719,"design_9.61111111111111,5.833333333333333",2,35,30,595,1344258.1528266796,459425.2521142649
720,"design_9.61111111111111,5.833333333333333",2,40,10,280,1355142.051806837,469277.83851524664
721,"design_9.61111111111111,5.833333333333333",2,40,15,400,1351181.923039537,465662.41199677315
722,"design_9.61111111111111,5.833333333333333",2,40,20,480,1349264.7016473734,463938.82763867354
723,"design_9.61111111111111,5.833333333333333",2,40,25,600,1348090.1959654044,462877.3430927131
724,"design_9.61111111111111,5.833333333333333",2,40,30,680,1347337.143357608,462179.9047120116
725,"design_9.61111111111111,5.833333333333333",7,20,10,240,1318235.3606117857,517295.3557677453
726,"design_9.61111111111111,5.833333333333333",7,20,15,300,1311739.6371713576,512082.3121040895
727,"design_9.61111111111111,5.833333333333333",7,20,20,340,1308489.0529847988,509479.6837597176
728,"design_9.61111111111111,5.833333333333333",7,20,25,400,1306524.030002148,507885.4416455702
729,"design_9.61111111111111,5.833333333333333",7,20,30,440,1305216.2984711346,506821.43933021306
730,"design_9.61111111111111,5.833333333333333",7,25,10,300,1331203.1764552027,527206.8562764734
731,"design_9.61111111111111,5.833333333333333",7,25,15,375,1324711.1493480927,522036.7142014854
732,"design_9.61111111111111,5.833333333333333",7,25,20,425,1321451.1490391835,519447.6993563804
733,"design_9.61111111111111,5.833333333333333",7,25,25,500,1319476.6273223567,517862.34111879213
734,"design_9.61111111111111,5.833333333333333",7,25,30,550,1318168.4930263974,516804.4431238668
735,"design_9.61111111111111,5.833333333333333",7,30,10,360,1338920.1362604504,533180.3644595802
736,"design_9.61111111111111,5.833333333333333",7,30,15,450,1332430.6880860794,528028.9001394745
737,"design_9.61111111111111,5.833333333333333",7,30,20,510,1329171.675515585,525453.7716517246
738,"design_9.61111111111111,5.833333333333333",7,30,25,600,1327203.209695028,523879.85099134326
739,"design_9.61111111111111,5.833333333333333",7,30,30,660,1325889.7029550266,522825.7743137347
740,"design_9.61111111111111,5.833333333333333",7,35,10,420,1343647.2220209436,537423.2496101813
741,"design_9.61111111111111,5.833333333333333",7,35,15,525,1337145.18266582,532292.000026846
742,"design_9.61111111111111,5.833333333333333",7,35,20,595,1333879.4107008767,529720.1251385965
743,"design_9.61111111111111,5.833333333333333",7,35,25,700,1331905.3627162762,528151.3780846698
744,"design_9.61111111111111,5.833333333333333",7,35,30,770,1330588.2819781802,527097.3322058936
745,"design_9.61111111111111,5.833333333333333",7,40,10,480,1346985.9712978639,540302.0583302934
746,"design_9.61111111111111,5.833333333333333",7,40,15,600,1340495.2573703926,535176.9926111893
747,"design_9.61111111111111,5.833333333333333",7,40,20,680,1337218.634303504,532605.351576578
748,"design_9.61111111111111,5.833333333333333",7,40,25,800,1335239.7025044991,531034.2534971795
749,"design_9.61111111111111,5.833333333333333",7,40,30,880,1333923.3279616009,529982.3808398704
750,"design_9.61111111111111,5.833333333333333",12,20,10,340,1324474.515369426,530249.7733435318
751,"design_9.61111111111111,5.833333333333333",12,20,15,400,1317421.9980893496,524531.7379611062
752,"design_9.61111111111111,5.833333333333333",12,20,20,440,1313701.5350141877,521561.57711477694
753,"design_9.61111111111111,5.833333333333333",12,20,25,500,1311401.7348087719,519716.9262828303
754,"design_9.61111111111111,5.833333333333333",12,20,30,540,1309856.493086725,518477.6979737164
755,"design_9.61111111111111,5.833333333333333",12,25,10,425,1337554.273648951,540094.7690072464
756,"design_9.61111111111111,5.833333333333333",12,25,15,500,1330494.508546282,534419.9832139692
757,"design_9.61111111111111,5.833333333333333",12,25,20,550,1326763.44400257,531468.4712273829
758,"design_9.61111111111111,5.833333333333333",12,25,25,625,1324463.1100858646,529642.6783135914
759,"design_9.61111111111111,5.833333333333333",12,25,30,675,1322913.5386270417,528406.915740934
760,"design_9.61111111111111,5.833333333333333",12,30,10,510,1345369.4760248277,546078.849143073
761,"design_9.61111111111111,5.833333333333333",12,30,15,600,1338307.3074046844,540425.9146535632
762,"design_9.61111111111111,5.833333333333333",12,30,20,660,1334575.565937788,537482.8841031007
763,"design_9.61111111111111,5.833333333333333",12,30,25,750,1332271.0201064947,535665.2901094512
764,"design_9.61111111111111,5.833333333333333",12,30,30,810,1330719.0781893453,534433.8752137205
765,"design_9.61111111111111,5.833333333333333",12,35,10,595,1350203.4060505931,550289.1487355211
766,"design_9.61111111111111,5.833333333333333",12,35,15,700,1343136.8694481095,544658.3127185274
767,"design_9.61111111111111,5.833333333333333",12,35,20,770,1339402.3545367646,541721.959565643
768,"design_9.61111111111111,5.833333333333333",12,35,25,875,1337090.3449647818,539906.639182484
769,"design_9.61111111111111,5.833333333333333",12,35,30,945,1335535.2306098596,538676.0812139253
770,"design_9.61111111111111,5.833333333333333",12,40,10,680,1353581.9525845868,553149.0062112997
771,"design_9.61111111111111,5.833333333333333",12,40,15,800,1346510.7165531341,547531.390213964
772,"design_9.61111111111111,5.833333333333333",12,40,20,880,1342760.994122582,544594.1667961057
773,"design_9.61111111111111,5.833333333333333",12,40,25,1000,1340449.9537589722,542778.2867687404
774,"design_9.61111111111111,5.833333333333333",12,40,30,1080,1338896.8790005462,541555.8502958312
775,"design_9.61111111111111,5.833333333333333",17,20,10,440,1328692.2149169194,536365.3926785866
776,"design_9.61111111111111,5.833333333333333",17,20,15,500,1321583.0954924906,530507.2501085078
777,"design_9.61111111111111,5.833333333333333",17,20,20,540,1317693.5568532094,527376.3616951052
778,"design_9.61111111111111,5.833333333333333",17,20,25,600,1315224.8947574317,525390.2938782877
779,"design_9.61111111111111,5.833333333333333",17,20,30,640,1313538.0925477399,524038.45396312716
780,"design_9.61111111111111,5.833333333333333",17,25,10,550,1341816.3418621768,546189.8044257481
781,"design_9.61111111111111,5.833333333333333",17,25,15,625,1334705.5490493274,540373.7953032857
782,"design_9.61111111111111,5.833333333333333",17,25,20,675,1330804.0603782088,537255.6601638388
783,"design_9.61111111111111,5.833333333333333",17,25,25,750,1328334.651489994,535287.6029819642
784,"design_9.61111111111111,5.833333333333333",17,25,30,800,1326648.011723124,533945.0170528407
785,"design_9.61111111111111,5.833333333333333",17,30,10,660,1349689.8255148025,552163.0267719454
786,"design_9.61111111111111,5.833333333333333",17,30,15,750,1342563.5587991383,546372.7209691661
787,"design_9.61111111111111,5.833333333333333",17,30,20,810,1338660.7412223255,543266.9333493063
788,"design_9.61111111111111,5.833333333333333",17,30,25,900,1336192.9017027882,541308.6195369733
789,"design_9.61111111111111,5.833333333333333",17,30,30,960,1334501.200806409,539969.1127840484
790,"design_9.61111111111111,5.833333333333333",17,35,10,770,1354543.8226142812,556354.6608048674
791,"design_9.61111111111111,5.833333333333333",17,35,15,875,1347417.1283902242,550584.1843412103
792,"design_9.61111111111111,5.833333333333333",17,35,20,945,1343512.3722799534,547487.5430047738
793,"design_9.61111111111111,5.833333333333333",17,35,25,1050,1341034.9734956971,545530.0974648123
794,"design_9.61111111111111,5.833333333333333",17,35,30,1120,1339341.0896503364,544193.5415501747
795,"design_9.61111111111111,5.833333333333333",17,40,10,880,1357841.6869582818,559167.8445319551
796,"design_9.61111111111111,5.833333333333333",17,40,15,1000,1350720.3260188638,553407.8127126592
797,"design_9.61111111111111,5.833333333333333",17,40,20,1080,1346802.8841901405,550314.3588442224
798,"design_9.61111111111111,5.833333333333333",17,40,25,1200,1344320.5196730087,548358.4938110926
799,"design_9.61111111111111,5.833333333333333",17,40,30,1280,1342624.249666497,547022.7526617765
800,"design_6.5,9.166666666666668",2,20,10,140,446522.63658929075,109079.671403579
801,"design_6.5,9.166666666666668",2,20,15,200,442660.0608632392,106755.17763354281
802,"design_6.5,9.166666666666668",2,20,20,240,440746.3274372283,105612.74123781604
803,"design_6.5,9.166666666666668",2,20,25,300,439615.0220947555,104915.82613792145
804,"design_6.5,9.166666666666668",2,20,30,340,438868.8999128815,104457.78757566087
805,"design_6.5,9.166666666666668",2,25,10,175,450794.8683747631,111759.33561053447
806,"design_6.5,9.166666666666668",2,25,15,250,446913.05891703087,109435.95335707629
807,"design_6.5,9.166666666666668",2,25,20,300,445000.6950530002,108292.44306642735
808,"design_6.5,9.166666666666668",2,25,25,375,443862.7034592797,107596.44352908181
809,"design_6.5,9.166666666666668",2,25,30,425,443114.3094829046,107138.00156312594
810,"design_6.5,9.166666666666668",2,30,10,210,453346.3934381087,113439.4680963239
811,"design_6.5,9.166666666666668",2,30,15,300,449445.0271332544,111115.08388176207
812,"design_6.5,9.166666666666668",2,30,20,360,447524.6424042834,109973.15817786538
813,"design_6.5,9.166666666666668",2,30,25,450,446386.229649848,109277.66391515284
814,"design_6.5,9.166666666666668",2,30,30,510,445632.73395762406,108820.15588917806
815,"design_6.5,9.166666666666668",2,35,10,245,454902.4569855198,114596.13299092752
816,"design_6.5,9.166666666666668",2,35,15,350,450993.24305041163,112270.99023099655
817,"design_6.5,9.166666666666668",2,35,20,420,449063.69830186677,111134.8786666306
818,"design_6.5,9.166666666666668",2,35,25,525,447916.10862022644,110441.52889053142
819,"design_6.5,9.166666666666668",2,35,30,595,447172.0244219603,109985.30651645771
820,"design_6.5,9.166666666666668",2,40,10,280,455997.1459669938,115441.44446490741
821,"design_6.5,9.166666666666668",2,40,15,400,452075.87559150707,113121.32207406661
822,"design_6.5,9.166666666666668",2,40,20,480,450145.2559673699,111982.1934894392
823,"design_6.5,9.166666666666668",2,40,25,600,449008.97716942366,111288.1664763734
824,"design_6.5,9.166666666666668",2,40,30,680,448258.611433252,110833.96567873737
825,"design_6.5,9.166666666666668",7,20,10,240,444732.49413146445,118278.30925939958
826,"design_6.5,9.166666666666668",7,20,15,300,440466.281279575,115709.47199785127
827,"design_6.5,9.166666666666668",7,20,20,340,438128.2007652866,114355.62898044466
828,"design_6.5,9.166666666666668",7,20,25,400,436648.4851191178,113498.96660718365
829,"design_6.5,9.166666666666668",7,20,30,440,435644.63542514294,112925.46096722195
830,"design_6.5,9.166666666666668",7,25,10,300,448874.28392752144,121008.62238314221
831,"design_6.5,9.166666666666668",7,25,15,375,444592.3595071349,118442.73905015546
832,"design_6.5,9.166666666666668",7,25,20,425,442247.5814134713,117083.17511997462
833,"design_6.5,9.166666666666668",7,25,25,500,440763.4516496913,116231.63215830157
834,"design_6.5,9.166666666666668",7,25,30,550,439754.1730267701,115655.5770070606
835,"design_6.5,9.166666666666668",7,30,10,360,451279.8539428837,122703.17007057442
836,"design_6.5,9.166666666666668",7,30,15,450,446990.650049448,120139.11986868987
837,"design_6.5,9.166666666666668",7,30,20,510,444632.722449103,118778.96336501796
838,"design_6.5,9.166666666666668",7,30,25,600,443143.9930865291,117922.21769167318
839,"design_6.5,9.166666666666668",7,30,30,660,442136.11008576205,117352.3138174378
840,"design_6.5,9.166666666666668",7,35,10,420,452781.8959079252,123865.15317347186
841,"design_6.5,9.166666666666668",7,35,15,525,448485.1507256417,121303.18255257976
842,"design_6.5,9.166666666666668",7,35,20,595,446129.4923578497,119956.05415238222
843,"design_6.5,9.166666666666668",7,35,25,700,444636.7680364036,119098.00032391673
844,"design_6.5,9.166666666666668",7,35,30,770,443628.8652445286,118527.60205546935
845,"design_6.5,9.166666666666668",7,40,10,480,453835.4919230447,124701.11422670778
846,"design_6.5,9.166666666666668",7,40,15,600,449539.94096039125,122154.10084034115
847,"design_6.5,9.166666666666668",7,40,20,680,447171.67846176017,120801.69916542576
848,"design_6.5,9.166666666666668",7,40,25,800,445687.9913557134,119951.40831035063
849,"design_6.5,9.166666666666668",7,40,30,880,444674.14919495804,119375.6030810267
850,"design_6.5,9.166666666666668",12,20,10,340,446516.79795744247,120572.92475384013
851,"design_6.5,9.166666666666668",12,20,15,400,442482.7342963974,118080.54565625679
852,"design_6.5,9.166666666666668",12,20,20,440,440190.41048372706,116715.61989176998
853,"design_6.5,9.166666666666668",12,20,25,500,438687.2471253764,115829.2977534654
854,"design_6.5,9.166666666666668",12,20,30,540,437630.6804879733,115219.88680299834
855,"design_6.5,9.166666666666668",12,25,10,425,450663.4201101193,123290.20322873026
856,"design_6.5,9.166666666666668",12,25,15,500,446614.24386011367,120797.1940266233
857,"design_6.5,9.166666666666668",12,25,20,550,444314.57266410376,119431.60650168978
858,"design_6.5,9.166666666666668",12,25,25,625,442811.6479545658,118549.0082197894
859,"design_6.5,9.166666666666668",12,25,30,675,441749.97828266764,117936.13800838446
860,"design_6.5,9.166666666666668",12,30,10,510,453058.8114676793,124974.38547461238
861,"design_6.5,9.166666666666668",12,30,15,600,449001.01837401924,122480.95752772431
862,"design_6.5,9.166666666666668",12,30,20,660,446695.75095931214,121117.70766549422
863,"design_6.5,9.166666666666668",12,30,25,750,445186.89116199967,120232.00402948973
864,"design_6.5,9.166666666666668",12,30,30,810,444123.6906504664,119620.34232122696
865,"design_6.5,9.166666666666668",12,35,10,595,454561.1677038125,126121.45624029673
866,"design_6.5,9.166666666666668",12,35,15,700,450499.4169861037,123636.61700053539
867,"design_6.5,9.166666666666668",12,35,20,770,448193.5774303846,122278.74664393645
868,"design_6.5,9.166666666666668",12,35,25,875,446684.2479287693,121396.8591287958
869,"design_6.5,9.166666666666668",12,35,30,945,445621.20125081885,120786.92287380778
870,"design_6.5,9.166666666666668",12,40,10,680,455612.92368899146,126961.48501344647
871,"design_6.5,9.166666666666668",12,40,15,800,451549.8453750987,124480.11036377911
872,"design_6.5,9.166666666666668",12,40,20,880,449238.7637912605,123124.34116168185
873,"design_6.5,9.166666666666668",12,40,25,1000,447729.1459411606,122242.94859104151
874,"design_6.5,9.166666666666668",12,40,30,1080,446662.122710741,121634.53969486184
875,"design_6.5,9.166666666666668",17,20,10,440,447558.11395728035,121634.9136263939
876,"design_6.5,9.166666666666668",17,20,15,500,443701.07186160306,119236.0783124928
877,"design_6.5,9.166666666666668",17,20,20,540,441487.07012536196,117905.8476858852
878,"design_6.5,9.166666666666668",17,20,25,600,440017.7902163835,117022.63515538792
879,"design_6.5,9.166666666666668",17,20,30,640,438970.38100574975,116406.58260195202
880,"design_6.5,9.166666666666668",17,25,10,550,451711.3726601312,124354.55547155987
881,"design_6.5,9.166666666666668",17,25,15,625,447838.8990214811,121952.5884264548
882,"design_6.5,9.166666666666668",17,25,20,675,445619.76006624725,120614.07339737326
883,"design_6.5,9.166666666666668",17,25,25,750,444146.1927769381,119737.6791071357
884,"design_6.5,9.166666666666668",17,25,30,800,443094.59565175284,119118.93335634828
885,"design_6.5,9.166666666666668",17,30,10,660,454102.04569974216,126024.63273243658
886,"design_6.5,9.166666666666668",17,30,15,750,450223.1640030929,123628.66658433406
887,"design_6.5,9.166666666666668",17,30,20,810,447998.6384110545,122293.81490269203
888,"design_6.5,9.166666666666668",17,30,25,900,446522.4521706855,121415.9461619662
889,"design_6.5,9.166666666666668",17,30,30,960,445467.23304764356,120800.92519290668
890,"design_6.5,9.166666666666668",17,35,10,770,455616.34631360805,127184.4488768187
891,"design_6.5,9.166666666666668",17,35,15,875,451728.7967872836,124784.37938068282
892,"design_6.5,9.166666666666668",17,35,20,945,449504.52510449523,123458.46651239533
893,"design_6.5,9.166666666666668",17,35,25,1050,448026.46847173356,122580.40755292213
894,"design_6.5,9.166666666666668",17,35,30,1120,446973.38142365025,121969.77588502843
895,"design_6.5,9.166666666666668",17,40,10,880,456666.0220933827,128024.32878509744
896,"design_6.5,9.166666666666668",17,40,15,1000,452778.48101655534,125630.49580265446
897,"design_6.5,9.166666666666668",17,40,20,1080,450546.61074349587,124301.99864182819
898,"design_6.5,9.166666666666668",17,40,25,1200,449070.8537053658,123427.15945064691
899,"design_6.5,9.166666666666668",17,40,30,1280,448013.8759704436,122814.89644910129
